id,dataset,label,subtype,subject,body,style,sender_type,difficulty,ner_organizations,ner_people,ner_locations,ner_job_titles,ner_dates,ner_urls
JOB-01089,job_search,application_notification,application_recommended_jobs,Application received — DevOps Engineer,Thank you for your interest in the DevOps Engineer position at Horizon Labs. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step. Please note that this message is only a confirmation that we received your application.,semi_automated,recruiter,medium,Horizon Labs,,,DevOps Engineer,,
JOB-01090,job_search,rejection,other_candidates,Update on your Content Strategist application,"Thank you for applying for the Content Strategist position at Summit Retail. After careful consideration, we have will not be progressing with your application at this time.",semi_automated,company,easy,Summit Retail,,,Content Strategist,,
JOB-01091,job_search,acceptance_progression,second_interview,Next step in your application,We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.,automated,hr,easy,,,,,,
JOB-01092,job_search,application_notification,thank_you_for_applying,Your application has been submitted,Your application for Marketing Manager at Northstar Technologies was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information. Please note that this message is only a confirmation that we received your application.,semi_automated,company,hard,Northstar Technologies,,,Marketing Manager,,
JOB-01093,job_search,acceptance_progression,assessment,We'd like to move forward,Thank you for speaking with us. The team enjoyed learning about your experience and would like to continue the conversation. We would like to arrange the next interview with you.,automated,hiring_manager,hard,,,,,,
JOB-01094,job_search,acceptance_progression,first_interview,Interview invitation — Machine Learning Engineer,"Hello Liam,

We have reviewed your application for the Machine Learning Engineer position at Oakridge Financial and would like to invite you to the next stage of the process. Please use https://example.test/schedule to select a convenient time.

The interview team is based in Berlin.",human,ats,hard,Oakridge Financial,,Berlin,Machine Learning Engineer,,https://example.test/schedule
JOB-01095,job_search,acceptance_progression,first_interview,Interview invitation — Frontend Developer,We have reviewed your application for the Frontend Developer position at Meridian Health and would like to invite you to the next stage of the process. Please use https://example.test/schedule to select a convenient time.,semi_automated,recruiter,medium,Meridian Health,,,Frontend Developer,,https://example.test/schedule
JOB-01096,job_search,application_notification,thank_you_for_applying,Your application has been submitted,Your application for Operations Specialist at Atlas Software was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information. Please note that this message is only a confirmation that we received your application.,semi_automated,ats,medium,Atlas Software,,,Operations Specialist,,
JOB-01097,job_search,rejection,post_application_review,Application outcome,"The review for the Project Coordinator position is now complete. We will be moving forward with another candidate. Thank you for your interest in Oakridge Financial.

Best regards,
Daniel Nielsen",human,hiring_manager,medium,Oakridge Financial,Daniel Nielsen,,Project Coordinator,,
JOB-01098,job_search,rejection,post_interview,Regarding your application,"Thank you for speaking with our team about the Marketing Manager role. Unfortunately, we will not be progressing your application to the next stage.",semi_automated,hiring_manager,easy,,,,Marketing Manager,,
JOB-01099,job_search,application_notification,application_submitted,Your application has been submitted,Your application for UX Designer at Horizon Labs was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information.,human,hr,medium,Horizon Labs,,,UX Designer,,
